CustomerKey,LastPurchase,FirstPurchase,FrequencyOrders,MonetaryValue,UnitsPurchased,ActiveMonths,Country,RecencyDays,AverageOrderValue,TenureDays,PurchaseCadenceDays,Cluster,Segment
13576,2023-11-29 15:34:00,2022-12-01 17:24:00,18,6717.34,2646,12,United Kingdom,11,373.18555555555554,362,21.294117647058822,2,Champions
13577,2023-11-14 15:19:00,2023-04-12 10:33:00,4,1687.6000000000001,791,4,United Kingdom,26,421.9,216,72.0,1,Loyal Growth
13579,2023-11-25 08:41:00,2022-12-05 16:10:00,2,467.04,176,2,United Kingdom,15,233.51999999999998,354,354.0,0,Occasional
13581,2023-02-03 14:41:00,2023-02-03 14:41:00,1,118.0,30,1,United Kingdom,310,118.0,0,,3,At Risk
13583,2023-07-07 10:40:00,2023-07-07 10:40:00,1,781.03,725,1,United Kingdom,156,781.03,0,,3,At Risk
13584,2023-02-06 12:49:00,2023-02-06 12:49:00,1,142.4,37,1,United Kingdom,307,142.4,0,,3,At Risk
13587,2023-10-07 12:31:00,2023-10-07 12:31:00,1,712.4,180,1,United Kingdom,64,712.4,0,,3,At Risk
13588,2023-11-24 10:42:00,2023-03-29 15:53:00,9,2478.95,2606,6,United Kingdom,16,275.43888888888887,239,29.875,2,Champions
13589,2023-11-25 12:10:00,2023-06-13 12:44:00,2,379.65,114,2,United Kingdom,15,189.825,164,164.0,0,Occasional
13590,2023-11-28 12:54:00,2023-02-09 13:25:00,6,1981.92,1848,6,United Kingdom,12,330.32,291,58.2,2,Champions
13591,2023-10-06 12:26:00,2023-03-18 12:18:00,3,1117.13,485,3,United Kingdom,65,372.3766666666666,202,101.0,1,Loyal Growth
13592,2023-11-04 09:49:00,2023-03-20 14:01:00,4,247.95999999999998,84,3,United Kingdom,36,61.989999999999995,228,76.0,0,Occasional
13593,2023-08-23 13:35:00,2023-01-07 16:32:00,5,2011.88,719,4,United Kingdom,109,402.37600000000003,227,56.75,1,Loyal Growth
13594,2023-10-18 10:19:00,2023-10-18 10:19:00,1,396.97,359,1,United Kingdom,53,396.97,0,,3,At Risk
13596,2023-12-04 12:01:00,2023-11-27 11:57:00,2,664.11,384,2,United Kingdom,6,332.055,7,7.0,0,Occasional
13598,2023-10-23 14:28:00,2023-10-23 14:28:00,1,160.04,52,1,United Kingdom,48,160.04,0,,3,At Risk
13599,2023-12-08 16:10:00,2022-12-08 10:11:00,21,5149.92,3293,9,United Kingdom,2,245.2342857142857,365,18.25,2,Champions
13600,2023-01-31 15:27:00,2023-01-31 15:27:00,1,219.52,324,1,United Kingdom,313,219.52,0,,3,At Risk
13601,2023-10-25 17:31:00,2023-05-12 16:52:00,2,693.32,548,2,United Kingdom,46,346.65999999999997,166,166.0,0,Occasional
13602,2023-10-06 11:47:00,2023-10-06 11:47:00,1,428.89,267,1,United Kingdom,65,428.89,0,,3,At Risk
13603,2023-11-13 15:57:00,2023-11-13 15:57:00,1,164.34,164,1,United Kingdom,27,164.34,0,,0,Occasional
13606,2023-11-10 17:46:00,2023-02-01 11:42:00,3,276.75,276,3,United Kingdom,30,92.24999999999999,282,141.0,0,Occasional
13607,2023-10-30 16:17:00,2023-10-30 16:17:00,1,675.51,288,1,United Kingdom,41,675.51,0,,0,Occasional
13610,2023-11-27 15:38:00,2023-02-27 14:44:00,7,1082.33,488,7,United Kingdom,13,154.6185714285714,273,45.5,2,Champions
13611,2023-09-11 14:51:00,2022-12-15 10:31:00,3,1154.4,754,3,United Kingdom,90,384.8,270,135.0,1,Loyal Growth
13614,2023-11-15 14:47:00,2023-01-13 12:37:00,4,1585.46,564,4,United Kingdom,25,396.365,306,102.0,1,Loyal Growth
13615,2023-01-25 08:21:00,2023-01-25 08:21:00,1,417.69,189,1,United Kingdom,319,417.69,0,,3,At Risk
13617,2023-10-30 13:50:00,2023-06-12 12:55:00,3,544.18,300,3,United Kingdom,41,181.39333333333335,140,70.0,1,Loyal Growth
13618,2023-06-19 11:09:00,2023-06-19 11:09:00,1,177.34,246,1,United Kingdom,174,177.34,0,,3,At Risk
13621,2023-08-15 08:26:00,2023-08-15 08:26:00,1,213.85,343,1,United Kingdom,117,213.85,0,,3,At Risk
13623,2023-11-09 12:00:00,2023-02-15 13:08:00,5,727.74,286,5,United Kingdom,31,145.548,266,66.5,1,Loyal Growth
13626,2023-04-01 10:05:00,2023-04-01 10:05:00,1,257.23,209,1,United Kingdom,253,257.23,0,,3,At Risk
13627,2023-10-11 14:20:00,2022-12-17 09:52:00,5,1638.47,1269,5,United Kingdom,60,327.694,298,74.5,1,Loyal Growth
13629,2023-11-16 13:21:00,2023-01-05 12:09:00,11,7792.36,4372,9,United Kingdom,24,708.3963636363636,315,31.5,2,Champions
13630,2023-12-04 15:16:00,2023-02-27 12:49:00,7,2031.78,1391,6,United Kingdom,6,290.2542857142857,280,46.666666666666664,2,Champions
13631,2023-09-01 09:57:00,2023-03-17 17:13:00,11,3070.42,467,5,United Kingdom,100,279.1290909090909,167,16.7,1,Loyal Growth
13632,2023-11-15 10:51:00,2023-04-10 15:07:00,5,2118.93,1031,4,United Kingdom,25,423.78599999999994,218,54.5,1,Loyal Growth
13634,2023-11-06 13:40:00,2023-01-16 15:30:00,5,1547.3600000000001,700,5,United Kingdom,34,309.47200000000004,293,73.25,1,Loyal Growth
13635,2023-10-03 10:55:00,2023-10-03 10:55:00,1,1071.03,677,1,United Kingdom,68,1071.03,0,,3,At Risk
13636,2023-11-03 10:30:00,2023-02-27 14:29:00,5,949.12,592,5,United Kingdom,37,189.824,248,62.0,1,Loyal Growth
13637,2023-10-18 13:32:00,2023-04-27 13:06:00,3,804.3,405,3,United Kingdom,53,268.09999999999997,174,87.0,1,Loyal Growth
13638,2023-11-24 10:38:00,2023-11-24 10:38:00,1,122.64,93,1,United Kingdom,16,122.64,0,,0,Occasional
13639,2023-09-26 13:36:00,2023-09-26 13:36:00,1,1033.34,800,1,United Kingdom,75,1033.34,0,,3,At Risk
13642,2023-05-08 12:34:00,2023-05-08 12:34:00,1,312.28,151,1,United Kingdom,216,312.28,0,,3,At Risk
13643,2023-11-08 15:37:00,2023-06-07 11:40:00,3,519.44,273,3,United Kingdom,32,173.14666666666668,154,77.0,0,Occasional
13644,2023-11-23 14:07:00,2023-08-26 11:53:00,4,2624.26,2067,4,United Kingdom,17,656.065,89,29.666666666666668,1,Loyal Growth
13645,2023-08-11 16:11:00,2023-08-11 16:11:00,1,252.1,158,1,United Kingdom,121,252.1,0,,3,At Risk
13647,2023-11-30 12:00:00,2023-04-19 09:49:00,4,1648.1200000000001,887,4,United Kingdom,10,412.03000000000003,225,75.0,1,Loyal Growth
13649,2023-03-28 11:51:00,2022-12-08 14:46:00,2,346.6,139,2,United Kingdom,257,173.3,109,109.0,3,At Risk
13650,2023-11-23 12:22:00,2023-03-17 12:37:00,6,1836.34,922,5,United Kingdom,17,306.0566666666667,250,50.0,1,Loyal Growth
13651,2023-11-04 14:59:00,2023-10-31 12:11:00,2,94.2,33,2,United Kingdom,36,47.1,4,4.0,0,Occasional
13652,2023-10-25 08:51:00,2022-12-06 09:21:00,3,1095.08,578,3,United Kingdom,46,365.02666666666664,322,161.0,1,Loyal Growth
13654,2023-10-27 16:24:00,2023-03-11 12:54:00,6,2707.33,2182,5,United Kingdom,44,451.22166666666664,230,46.0,1,Loyal Growth
13655,2023-08-17 14:25:00,2023-04-12 09:53:00,2,932.97,605,2,United Kingdom,115,466.485,127,127.0,1,Loyal Growth
13656,2023-06-28 10:31:00,2023-01-06 15:42:00,2,379.65,490,2,United Kingdom,165,189.825,172,172.0,3,At Risk
13657,2023-11-29 12:32:00,2023-05-22 12:35:00,2,382.14,209,2,United Kingdom,11,191.07,190,190.0,0,Occasional
13658,2023-11-30 10:13:00,2023-05-19 17:15:00,5,2639.17,1019,3,United Kingdom,10,527.8340000000001,194,48.5,2,Champions
13659,2023-05-18 12:37:00,2023-01-23 12:08:00,2,1563.0,882,2,United Kingdom,206,781.5,115,115.0,1,Loyal Growth
13662,2023-09-15 12:04:00,2023-03-25 13:23:00,3,881.26,533,3,United Kingdom,86,293.75333333333333,173,86.5,1,Loyal Growth
13663,2023-06-13 15:44:00,2023-06-13 15:44:00,1,189.47,91,1,United Kingdom,180,189.47,0,,3,At Risk
13666,2023-10-10 15:39:00,2023-02-25 13:05:00,3,84.65,41,2,United Kingdom,61,28.21666666666667,227,113.5,3,At Risk
13667,2023-07-13 15:42:00,2023-07-13 15:42:00,1,299.05,149,1,United Kingdom,150,299.05,0,,3,At Risk
13668,2023-12-07 12:11:00,2022-12-12 12:35:00,21,6309.83,3722,12,United Kingdom,3,300.46809523809526,359,17.95,2,Champions
13669,2023-10-20 09:32:00,2023-07-13 11:44:00,2,218.55,237,2,United Kingdom,51,109.27499999999999,98,98.0,3,At Risk
13670,2023-09-25 15:25:00,2023-09-25 15:25:00,1,349.7,282,1,United Kingdom,76,349.7,0,,3,At Risk
13672,2023-02-11 13:53:00,2023-01-11 13:54:00,2,186.39000000000001,57,2,United Kingdom,302,93.19500000000001,30,30.0,3,At Risk
13673,2023-11-21 12:11:00,2023-11-07 15:40:00,2,387.44,114,1,United Kingdom,19,193.72,13,13.0,0,Occasional
13675,2023-07-11 12:57:00,2023-02-28 12:14:00,2,486.82000000000005,330,2,United Kingdom,152,243.41000000000003,133,133.0,3,At Risk
13678,2023-07-11 10:14:00,2023-07-11 10:14:00,1,232.6,924,1,United Kingdom,152,232.6,0,,3,At Risk
13680,2023-12-08 13:47:00,2023-01-04 14:12:00,4,3719.12,1934,3,United Kingdom,2,929.7800000000001,337,112.33333333333333,2,Champions
13681,2023-11-22 11:13:00,2023-07-07 15:21:00,4,827.83,360,3,United Kingdom,18,206.9575,137,45.666666666666664,1,Loyal Growth
13682,2023-06-05 14:06:00,2023-06-05 14:06:00,1,59.5,10,1,United Kingdom,188,59.5,0,,3,At Risk
13684,2023-02-27 10:13:00,2023-02-27 10:13:00,1,65.13,38,1,United Kingdom,286,65.13,0,,3,At Risk
13685,2023-12-07 11:41:00,2023-10-10 12:59:00,7,3119.44,5056,2,United Kingdom,3,445.63428571428574,57,9.5,2,Champions
13686,2023-06-10 09:10:00,2023-06-10 09:10:00,1,72.0,70,1,United Kingdom,183,72.0,0,,3,At Risk
13689,2023-10-07 13:21:00,2023-10-07 13:21:00,1,910.0,512,1,United Kingdom,64,910.0,0,,3,At Risk
13690,2023-10-11 15:03:00,2023-10-11 15:03:00,1,172.25,67,1,United Kingdom,60,172.25,0,,3,At Risk
13692,2023-11-15 11:17:00,2023-04-17 12:57:00,3,1488.32,1226,3,United Kingdom,25,496.10666666666674,211,105.5,1,Loyal Growth
13694,2023-12-06 09:32:00,2022-12-01 12:12:00,50,65039.62,63312,13,United Kingdom,4,1300.7924,369,7.530612244897959,2,Champions
13695,2023-11-08 14:26:00,2023-03-25 11:31:00,15,2504.13,1603,9,United Kingdom,32,166.942,228,16.285714285714285,2,Champions
13697,2023-11-01 09:14:00,2023-11-01 09:14:00,1,151.29999999999998,177,1,United Kingdom,39,151.29999999999998,0,,3,At Risk
13699,2023-07-07 16:51:00,2023-07-07 16:51:00,1,308.58000000000004,66,1,United Kingdom,156,308.58000000000004,0,,3,At Risk
13700,2023-11-13 13:00:00,2023-01-16 13:18:00,10,2248.63,2281,7,United Kingdom,27,224.863,300,33.333333333333336,2,Champions
13703,2023-01-25 13:10:00,2023-01-25 13:10:00,1,99.5,10,1,United Kingdom,319,99.5,0,,3,At Risk
13704,2023-12-04 15:13:00,2023-09-12 14:40:00,9,2308.06,1531,4,United Kingdom,6,256.4511111111111,83,10.375,2,Champions
13705,2023-12-02 12:32:00,2022-12-01 10:29:00,3,711.86,363,3,United Kingdom,8,237.28666666666666,366,183.0,0,Occasional
13706,2023-02-10 09:21:00,2023-02-10 09:21:00,1,330.79,189,1,United Kingdom,303,330.79,0,,3,At Risk
13707,2023-03-17 18:03:00,2023-01-28 13:27:00,2,806.41,351,2,United Kingdom,268,403.205,48,48.0,3,At Risk
13708,2023-03-13 13:46:00,2023-03-13 13:46:00,1,285.33,301,1,United Kingdom,272,285.33,0,,3,At Risk
13709,2023-12-06 10:28:00,2023-01-28 14:57:00,13,6307.650000000001,3508,6,United Kingdom,4,485.20384615384614,311,25.916666666666668,2,Champions
13710,2023-11-08 08:16:00,2023-11-08 08:16:00,1,180.48,176,1,United Kingdom,32,180.48,0,,0,Occasional
13711,2023-05-05 10:31:00,2023-05-05 10:29:00,2,252.06,140,1,United Kingdom,219,126.03,0,0.0,3,At Risk
13712,2023-04-07 12:33:00,2023-04-07 12:33:00,1,228.84,352,1,United Kingdom,247,228.84,0,,3,At Risk
13715,2023-03-03 19:21:00,2022-12-02 08:52:00,5,1077.39,562,3,United Kingdom,282,215.478,91,22.75,1,Loyal Growth
13716,2023-03-15 13:49:00,2023-03-15 13:49:00,1,138.28,138,1,United Kingdom,270,138.28,0,,3,At Risk
13717,2023-11-07 14:13:00,2023-02-14 13:21:00,6,1445.01,1959,6,United Kingdom,33,240.835,266,53.2,1,Loyal Growth
13718,2023-04-07 13:24:00,2023-02-17 11:58:00,2,306.55,173,2,United Kingdom,247,153.275,49,49.0,3,At Risk
13719,2023-11-24 15:26:00,2023-04-19 13:56:00,5,1041.68,609,4,United Kingdom,16,208.336,219,54.75,1,Loyal Growth
13720,2023-08-15 12:46:00,2023-03-30 09:17:00,4,799.9,501,4,United Kingdom,117,199.975,138,46.0,1,Loyal Growth
13721,2023-11-03 14:05:00,2023-11-03 14:05:00,1,524.14,316,1,United Kingdom,37,524.14,0,,0,Occasional
13722,2023-07-31 12:44:00,2023-03-02 11:43:00,3,2375.41,1401,2,United Kingdom,132,791.8033333333333,151,75.5,1,Loyal Growth
13723,2023-05-06 17:04:00,2023-05-06 17:04:00,1,199.85000000000002,43,1,United Kingdom,218,199.85000000000002,0,,3,At Risk
13725,2023-10-21 10:03:00,2023-02-04 12:18:00,8,1980.56,806,5,United Kingdom,50,247.57,258,36.857142857142854,1,Loyal Growth
13726,2023-11-01 10:49:00,2023-08-31 11:06:00,2,1079.6599999999999,1054,2,United Kingdom,39,539.83,61,61.0,1,Loyal Growth
13727,2023-11-11 09:46:00,2023-11-06 12:16:00,2,333.48,162,1,United Kingdom,29,166.74,4,4.0,0,Occasional
13728,2023-11-03 10:49:00,2023-02-02 12:09:00,6,1016.14,458,6,United Kingdom,37,169.35666666666665,273,54.6,1,Loyal Growth
13730,2023-07-27 08:35:00,2023-07-01 12:47:00,2,752.6,488,1,United Kingdom,136,376.29999999999995,25,25.0,3,At Risk
13731,2023-05-04 14:33:00,2023-04-07 10:10:00,2,610.59,278,2,United Kingdom,220,305.295,27,27.0,3,At Risk
13732,2023-11-11 15:49:00,2023-11-11 15:49:00,1,491.86,498,1,United Kingdom,29,491.86,0,,0,Occasional
13735,2023-11-15 11:14:00,2023-04-19 13:49:00,4,2883.54,1128,4,United Kingdom,25,720.885,209,69.66666666666667,1,Loyal Growth
13736,2023-12-04 15:19:00,2023-03-24 13:04:00,2,729.8,496,2,United Kingdom,6,364.9,255,255.0,0,Occasional
13737,2023-05-23 16:32:00,2023-05-23 16:32:00,1,339.59999999999997,125,1,United Kingdom,201,339.59999999999997,0,,3,At Risk
13739,2023-11-21 13:35:00,2023-11-21 13:35:00,1,216.9,54,1,United Kingdom,19,216.9,0,,0,Occasional
13740,2023-04-13 10:32:00,2023-04-13 10:32:00,1,350.75,425,1,United Kingdom,241,350.75,0,,3,At Risk
13741,2023-09-29 09:19:00,2023-05-06 13:43:00,3,668.4300000000001,218,3,United Kingdom,72,222.81000000000003,145,72.5,1,Loyal Growth
13742,2023-11-23 11:07:00,2023-01-23 14:59:00,12,3107.87,1115,7,United Kingdom,17,258.9891666666667,303,27.545454545454547,2,Champions
13743,2023-12-07 10:09:00,2023-03-25 14:46:00,7,1341.6,1776,6,United Kingdom,3,191.65714285714284,256,42.666666666666664,2,Champions
13744,2023-09-05 15:19:00,2023-02-20 14:08:00,2,1080.52,1153,2,United Kingdom,96,540.26,197,197.0,1,Loyal Growth
13745,2023-06-30 16:43:00,2023-06-30 16:43:00,1,300.04,496,1,United Kingdom,163,300.04,0,,3,At Risk
13747,2022-12-01 10:37:00,2022-12-01 10:37:00,1,79.6,8,1,United Kingdom,374,79.6,0,,3,At Risk
13748,2023-09-05 09:45:00,2022-12-01 09:00:00,5,948.25,439,3,United Kingdom,96,189.65,278,69.5,1,Loyal Growth
13750,2023-10-17 12:16:00,2023-01-07 11:49:00,5,1647.26,516,5,United Kingdom,54,329.452,283,70.75,1,Loyal Growth
13751,2023-02-24 15:56:00,2023-02-24 15:56:00,1,296.25,152,1,United Kingdom,289,296.25,0,,3,At Risk
13752,2023-08-07 14:16:00,2023-04-07 12:04:00,6,1175.38,874,5,United Kingdom,125,195.89666666666668,122,24.4,1,Loyal Growth
13753,2023-02-25 12:48:00,2023-02-25 12:48:00,1,741.26,512,1,United Kingdom,288,741.26,0,,3,At Risk
13754,2023-07-11 11:51:00,2023-01-26 14:58:00,2,282.59999999999997,214,2,United Kingdom,152,141.3,165,165.0,3,At Risk
13755,2023-12-06 12:26:00,2023-10-07 15:45:00,9,2108.06,1242,3,United Kingdom,4,234.2288888888889,59,7.375,2,Champions
13756,2023-12-07 16:44:00,2022-12-07 11:41:00,14,5189.52,3188,9,United Kingdom,3,370.68,365,28.076923076923077,2,Champions
13758,2023-11-28 11:11:00,2022-12-01 12:08:00,7,3190.55,1844,5,United Kingdom,12,455.79285714285714,361,60.166666666666664,2,Champions
13759,2023-11-06 14:47:00,2023-09-29 15:40:00,2,659.4100000000001,287,2,United Kingdom,34,329.70500000000004,37,37.0,0,Occasional
13760,2023-10-16 16:13:00,2023-03-28 12:52:00,2,286.79,197,2,United Kingdom,55,143.395,202,202.0,3,At Risk
13761,2023-10-20 14:01:00,2023-06-13 08:43:00,2,1070.65,642,2,United Kingdom,51,535.325,129,129.0,1,Loyal Growth
13762,2023-05-05 09:15:00,2023-05-05 09:15:00,1,306.72,272,1,United Kingdom,219,306.72,0,,3,At Risk
13763,2023-10-07 15:13:00,2023-10-07 15:13:00,1,1714.96,728,1,United Kingdom,64,1714.96,0,,1,Loyal Growth
13764,2023-09-30 12:03:00,2023-01-06 14:53:00,3,1519.42,926,3,United Kingdom,71,506.47333333333336,266,133.0,1,Loyal Growth
13767,2023-12-07 15:00:00,2022-12-01 10:47:00,37,17220.36,7322,12,United Kingdom,3,465.41513513513513,371,10.305555555555555,2,Champions
13769,2023-12-07 15:08:00,2022-12-07 13:28:00,10,2796.51,1163,9,United Kingdom,3,279.651,365,40.55555555555556,2,Champions
13771,2023-10-06 14:18:00,2023-04-06 15:47:00,4,2634.45,1477,3,United Kingdom,65,658.6125,182,60.666666666666664,1,Loyal Growth
13772,2023-11-06 11:43:00,2023-04-14 12:31:00,3,1122.63,540,3,United Kingdom,34,374.21000000000004,205,102.5,1,Loyal Growth
13774,2023-09-19 12:06:00,2023-09-19 12:06:00,1,345.0,192,1,United Kingdom,82,345.0,0,,3,At Risk
13777,2023-12-09 12:25:00,2022-12-01 16:01:00,33,25977.16,12897,13,United Kingdom,1,787.1866666666666,372,11.625,2,Champions
13778,2023-08-28 15:25:00,2023-08-28 15:25:00,1,178.7,70,1,United Kingdom,104,178.7,0,,3,At Risk
13780,2023-12-02 13:49:00,2023-06-22 11:43:00,2,360.01,318,2,United Kingdom,8,180.00500000000002,163,163.0,0,Occasional
13781,2023-04-03 12:08:00,2023-04-03 12:08:00,1,127.84,30,1,United Kingdom,251,127.84,0,,3,At Risk
13782,2023-11-27 11:54:00,2023-01-16 11:08:00,6,908.86,369,5,United Kingdom,13,151.47666666666666,315,63.0,1,Loyal Growth
13784,2023-11-30 09:33:00,2023-01-11 14:38:00,11,2462.79,2493,9,United Kingdom,10,223.89,322,32.2,2,Champions
13786,2022-12-07 13:53:00,2022-12-07 13:53:00,1,230.39999999999998,136,1,United Kingdom,368,230.39999999999998,0,,3,At Risk
13787,2023-09-25 12:06:00,2022-12-10 14:45:00,2,309.04,337,2,United Kingdom,76,154.52,288,288.0,3,At Risk
13790,2023-12-05 15:48:00,2023-12-05 15:48:00,1,348.8,748,1,United Kingdom,5,348.8,0,,0,Occasional
13791,2023-08-04 11:44:00,2023-06-24 16:38:00,2,1516.0,1200,2,United Kingdom,128,758.0,40,40.0,1,Loyal Growth
13792,2023-10-04 14:31:00,2023-02-25 14:03:00,2,195.55,92,2,United Kingdom,67,97.775,221,221.0,3,At Risk
13798,2023-12-08 15:51:00,2022-12-02 17:24:00,57,37153.85,23948,13,United Kingdom,2,651.8219298245614,370,6.607142857142857,2,Champions
13799,2023-08-15 12:07:00,2023-02-18 14:18:00,2,688.86,402,2,United Kingdom,117,344.42999999999995,177,177.0,3,At Risk
13800,2023-02-03 12:27:00,2023-02-03 12:27:00,1,558.32,331,1,United Kingdom,310,558.32,0,,3,At Risk
13801,2023-10-04 10:15:00,2023-10-04 10:15:00,1,324.8,168,1,United Kingdom,67,324.8,0,,3,At Risk
13802,2023-07-24 10:54:00,2023-02-01 12:03:00,3,4599.42,2572,3,United Kingdom,139,1533.14,172,86.0,1,Loyal Growth
13803,2023-03-29 12:57:00,2023-03-29 12:57:00,1,277.07,121,1,United Kingdom,256,277.07,0,,3,At Risk
13804,2023-11-09 12:32:00,2023-02-23 09:09:00,7,2588.39,1462,4,United Kingdom,31,369.77,259,43.166666666666664,1,Loyal Growth
13805,2023-10-18 14:50:00,2023-08-02 15:29:00,2,924.6,1900,2,United Kingdom,53,462.3,76,76.0,1,Loyal Growth
13806,2023-10-07 11:43:00,2023-10-07 11:43:00,1,256.38,56,1,United Kingdom,64,256.38,0,,3,At Risk
13807,2022-12-07 15:48:00,2022-12-07 15:48:00,1,112.6,36,1,United Kingdom,368,112.6,0,,3,At Risk
13808,2023-12-04 12:18:00,2023-09-04 12:07:00,5,1747.66,782,3,United Kingdom,6,349.53200000000004,91,22.75,2,Champions
13809,2023-02-07 13:15:00,2023-02-07 13:15:00,1,155.05,29,1,Cyprus,306,155.05,0,,3,At Risk
13810,2023-11-11 08:33:00,2023-10-14 12:57:00,3,1499.01,312,2,Germany,29,499.67,27,13.5,1,Loyal Growth
13811,2023-06-09 09:54:00,2023-04-14 18:40:00,3,814.5,68,2,Germany,184,271.5,55,27.5,1,Loyal Growth
13812,2023-10-28 14:27:00,2023-08-26 12:54:00,3,539.0,333,2,Germany,43,179.66666666666666,63,31.5,1,Loyal Growth
13813,2023-10-31 10:38:00,2023-07-28 10:33:00,4,1366.8600000000001,552,3,Germany,40,341.71500000000003,95,31.666666666666668,1,Loyal Growth
13814,2023-09-08 13:48:00,2023-07-25 13:54:00,2,1579.12,864,2,Germany,93,789.56,44,44.0,1,Loyal Growth
13815,2023-11-17 14:19:00,2023-01-25 12:16:00,4,4027.36,2560,3,Germany,23,1006.84,296,98.66666666666667,1,Loyal Growth
13816,2023-11-16 08:38:00,2023-10-06 14:37:00,2,571.6700000000001,269,2,Germany,24,285.83500000000004,40,40.0,0,Occasional
13817,2023-11-10 17:49:00,2022-12-23 11:46:00,2,382.98,211,2,Germany,30,191.49,322,322.0,0,Occasional
13819,2023-02-11 10:38:00,2023-01-24 10:38:00,3,1140.35,1109,2,United Kingdom,302,380.1166666666666,18,9.0,1,Loyal Growth
13821,2023-07-18 09:49:00,2023-03-23 11:30:00,2,385.64,153,2,United Kingdom,145,192.82,116,116.0,3,At Risk
13822,2023-12-04 12:13:00,2023-10-30 15:55:00,2,632.0,611,2,United Kingdom,6,316.0,34,34.0,0,Occasional
13823,2023-11-21 10:22:00,2023-09-09 10:42:00,2,957.66,439,2,United Kingdom,19,478.83,72,72.0,0,Occasional
13824,2023-11-07 12:41:00,2023-02-02 13:07:00,5,1698.94,768,5,United Kingdom,33,339.788,277,69.25,1,Loyal Growth
13826,2023-06-16 13:48:00,2023-06-16 13:48:00,1,189.5,82,1,United Kingdom,177,189.5,0,,3,At Risk
13827,2023-10-13 12:38:00,2023-07-19 15:38:00,3,409.8,138,2,United Kingdom,58,136.6,85,42.5,1,Loyal Growth
13828,2023-11-17 16:02:00,2023-11-17 16:02:00,1,209.49,311,1,United Kingdom,23,209.49,0,,0,Occasional
13831,2023-11-23 15:41:00,2022-12-05 12:13:00,6,2198.45,743,5,United Kingdom,17,366.4083333333333,353,70.6,1,Loyal Growth
13832,2023-11-20 15:36:00,2023-11-20 15:36:00,1,52.199999999999996,28,1,United Kingdom,20,52.199999999999996,0,,0,Occasional
13833,2023-07-03 13:27:00,2023-07-03 13:27:00,1,383.85,117,1,United Kingdom,160,383.85,0,,3,At Risk
13835,2023-11-14 15:37:00,2023-05-08 15:22:00,4,834.57,442,4,United Kingdom,26,208.64249999999998,190,63.333333333333336,1,Loyal Growth
13837,2023-05-12 12:10:00,2023-01-26 12:15:00,2,266.59000000000003,182,2,United Kingdom,212,133.29500000000002,105,105.0,3,At Risk
13838,2023-12-04 11:00:00,2022-12-05 10:45:00,4,674.82,254,3,United Kingdom,6,168.70499999999998,364,121.33333333333333,0,Occasional
13841,2023-04-01 12:10:00,2023-04-01 12:10:00,1,85.0,100,1,United Kingdom,253,85.0,0,,3,At Risk
13842,2023-10-12 10:51:00,2022-12-08 10:39:00,9,3385.62,1768,9,United Kingdom,59,376.18,308,38.5,1,Loyal Growth
13844,2023-11-28 13:21:00,2023-11-28 13:21:00,1,361.62,196,1,United Kingdom,12,361.62,0,,0,Occasional
13845,2023-10-06 08:25:00,2023-10-06 08:25:00,1,312.98,182,1,United Kingdom,65,312.98,0,,3,At Risk
13846,2023-11-15 12:07:00,2022-12-14 16:07:00,3,865.0600000000001,388,3,United Kingdom,25,288.3533333333333,335,167.5,1,Loyal Growth
13848,2023-09-08 12:58:00,2022-12-08 15:10:00,3,1255.0,3700,3,United Kingdom,93,418.3333333333333,273,136.5,1,Loyal Growth
13849,2023-10-19 10:59:00,2023-06-22 10:11:00,2,1537.95,1016,2,United Kingdom,52,768.9749999999999,119,119.0,1,Loyal Growth
13850,2023-08-02 14:04:00,2023-08-02 14:04:00,1,1595.48,944,1,United Kingdom,130,1595.48,0,,3,At Risk
13851,2023-09-05 12:36:00,2023-02-24 17:18:00,3,2651.46,1705,3,United Kingdom,96,883.82,192,96.0,1,Loyal Growth
13853,2023-10-13 14:18:00,2023-10-13 14:18:00,1,1090.14,312,1,United Kingdom,58,1090.14,0,,1,Loyal Growth
13854,2023-12-01 09:06:00,2022-12-09 10:48:00,25,8109.5199999999995,2296,12,United Kingdom,9,324.3808,356,14.833333333333334,2,Champions
13856,2023-06-24 10:03:00,2023-05-20 13:13:00,3,388.5,494,2,United Kingdom,169,129.5,34,17.0,3,At Risk
13858,2023-10-13 16:17:00,2023-10-13 16:17:00,1,216.17,75,1,United Kingdom,58,216.17,0,,3,At Risk
13859,2023-01-17 16:14:00,2023-01-17 16:14:00,1,201.16,129,1,United Kingdom,327,201.16,0,,3,At Risk
13860,2023-12-08 12:57:00,2023-09-14 09:27:00,5,1245.9,591,4,United Kingdom,2,249.18,85,21.25,2,Champions
13862,2023-11-21 16:24:00,2023-01-11 15:13:00,8,2209.36,1688,8,United Kingdom,19,276.17,314,44.857142857142854,2,Champions
13863,2023-04-06 10:20:00,2023-04-06 10:20:00,1,305.78,224,1,United Kingdom,248,305.78,0,,3,At Risk
13865,2023-10-12 13:31:00,2023-02-23 12:04:00,4,501.56,204,4,United Kingdom,59,125.39,231,77.0,1,Loyal Growth
13866,2023-09-26 14:54:00,2023-09-26 14:54:00,1,145.67000000000002,57,1,United Kingdom,75,145.67000000000002,0,,3,At Risk
13867,2023-11-08 15:48:00,2023-05-05 17:28:00,3,1005.09,501,3,United Kingdom,32,335.03000000000003,186,93.0,1,Loyal Growth
